ProductId,Keyword,Count
P1000-05,product,49
P1000-05,honey,55
P1000-05,calories,33
P1000-05,strawberry,10
P1000-05,sugar,23
P1000-05,packet,34
P1000-05,servings,11
P1000-05,maltodextrin,7
P1000-05,serving,10
P1000-05,flavor,33
P1000-05,drink,25
P1000-05,bottle of water,16
P1000-05,glass,18
P1000-05,water,51
P1000-05,powder,15
P1000-05,Stix Iced Green Tea Mix,8
P1000-05,water bottle,8
P1000-05,Lipton,40
P1000-05,blackberry,10
P1000-05,pomegranate,13
P1000-05,bottle,11
P1000-05,purse,16
P1000-05,bit,26
P1000-05,way,17
P1000-05,house,6
P1000-05,taste,41
P1000-05,green tea,25
P1000-05,flavors,14
P1000-05,artificial sweetener,14
P1000-05,artificial sweeteners,15
P1000-05,mouth,10
P1000-05,fact,12
P1000-05,br,20
P1000-05,money,6
P1000-05,tea,53
P1000-05,mango,16
P1000-05,stuff,12
P1000-05,citric acid,6
P1000-05,honey granules,9
P1000-05,hibiscus extract,6
P1000-05,green tea powder,6
P1000-05,natural flavor,7
P1000-05,cold water,6
P1000-05,Honey,18
P1000-05,Tea,13
P1000-05,mix,10
P1000-05,pineapple,11
P1000-05,time,14
P1000-05,aftertaste,11
P1000-05,Sucralose,8
P1000-05,sweetener,9
P1000-05,ingredients,14
P1000-05,products,10
P1000-05,work,7
P1000-05,sweetness,6
P1000-05,package,11
P1000-05,box,20
P1000-05,people,12
P1000-05,oz,9
P1000-05,tastes,8
P1000-05,ice,7
P1000-05,packets,17
P1000-05,drinks,9
P1000-05,kids,6
P1000-05,packaging,8
P1000-05,color,6
P1000-05,real tea leaves,6
P1000-05,stars,8
P1000-05,addition,7
P1000-05,aspartame,18
P1000-05,Stix,7
P1000-05,case,6
P1000-05,Splenda,6
P1000-05,sweeteners,7
P1000-05,shake,6
P1000-05,flavor,30
P1000-05,cups,26
P1000-05,fog chaser,7
P1000-05,Keurig,35
P1000-05,first time,6
P1000-05,coffee,123
P1000-05,company,11
P1000-05,way,14
P1000-05,product,18
P1000-05,cup,47
P1000-05,issue,6
P1000-05,review,6
P1000-05,sediment,8
P1000-05,br,30
P1000-05,husband,6
P1000-05,smell,9
P1000-05,box,15
P1000-05,bag,19
P1000-05,stuff,8
P1000-05,Fog Chaser,35
P1000-05,k-cups,18
P1000-05,brands,8
P1000-05,price,50
P1000-05,waste,7
P1000-05,money,8
P1000-05,subscription,7
P1000-05,less waste,7
P1000-05,time,12
P1000-05,Subscribe,7
P1000-05,fact,9
P1000-05,brand,11
P1000-05,K-cups,16
P1000-05,container,8
P1000-05,pod,11
P1000-05,Amazon,19
P1000-05,pods,20
P1000-05,filter,12
P1000-05,reviews,12
P1000-05,taste,39
P1000-05,machine,8
P1000-05,Jet Fuel,8
P1000-05,k-cup,12
P1000-05,problem,8
P1000-05,freshness,16
P1000-05,pack,7
P1000-05,days,10
P1000-05,K-Cups,15
P1000-05,people,11
P1000-05,K-Cup,10
P1000-05,coffee grounds,7
P1000-05,air,17
P1000-05,lot,6
P1000-05,French Roast,10
P1000-05,K-cup,14
P1000-05,top,12
P1000-05,subscribe,8
P1000-05,regular k-cups,7
P1000-05,plastic,7
P1000-05,day,10
P1000-05,packaging,17
P1000-05,order,10
P1000-05,cost,8
P1000-05,reviewers,8
P1000-05,morning,12
P1000-05,grounds,11
P1000-05,package,9
P1000-05,design,8
P1000-05,bit,13
P1000-05,cup of coffee,9
P1000-05,ziplock bag,11
P1000-05,great price,7
P1000-05,plastic bags,8
P1000-05,name,6
P1000-05,plastic ring,6
P1000-05,stars,6
P1000-05,bottom,12
P1000-05,folks,6
P1000-05,plastic cup,6
P1000-05,water,9
P1000-05,strong coffee,9
P1000-05,sealed bag,6
P1000-05,plastic bag,10
P1000-05,aroma,10
P1000-05,cents,6
P1000-05,great coffee,6
P1000-05,work,14
P1000-05,Italian Roast,8
P1000-05,hot water,12
P1000-05,instant coffee,28
P1000-05,Starbucks,54
P1000-05,coffee,75
P1000-05,store,8
P1000-05,money,6
P1000-05,pack,14
P1000-05,day,13
P1000-05,home,13
P1000-05,time,21
P1000-05,br,12
P1000-05,Amazon,24
P1000-05,morning,14
P1000-05,price,14
P1000-05,packets,11
P1000-05,expiration date,10
P1000-05,problem,6
P1000-05,box,9
P1000-05,months,15
P1000-05,stuff,7
P1000-05,cup,32
P1000-05,instant coffees,11
P1000-05,water,11
P1000-05,cup of coffee,9
P1000-05,package,11
P1000-05,VIA,6
P1000-05,times,11
P1000-05,beans,9
P1000-05,product,29
P1000-05,starbucks,6
P1000-05,way,9
P1000-05,taste,15
P1000-05,instant,12
P1000-05,packet,14
P1000-05,cost,9
P1000-05,month,8
P1000-05,flavor,16
P1000-05,date,7
P1000-05,real thing,6
P1000-05,people,8
P1000-05,Starbucks coffee,8
P1000-05,cents,8
P1000-05,sugar,34
P1000-05,calories,11
P1000-05,product,38
P1000-05,reviews,7
P1000-05,husband,9
P1000-05,Amazon,13
P1000-05,taste,39
P1000-05,item,7
P1000-05,instant coffee,23
P1000-05,money,20
P1000-05,box,18
P1000-05,people,6
P1000-05,time,6
P1000-05,coffee,56
P1000-05,Keurig,14
P1000-05,cup,35
P1000-05,cream,11
P1000-05,flavor,15
P1000-05,water,6
P1000-05,drink,8
P1000-05,morning,12
P1000-05,K-cups,8
P1000-05,brewing,6
P1000-05,k-cup,8
P1000-05,machine,11
P1000-05,cappuccino,27
P1000-05,K-Cups,7
P1000-05,gas station,14
P1000-05,stuff,15
P1000-05,br,23
P1000-05,boxes,6
P1000-05,Cappuccino,7
P1000-05,day,10
P1000-05,top,7
P1000-05,creamer,8
P1000-05,Grove Square,8
P1000-05,hot water,7
P1000-05,way,9
P1000-05,gas station cappuccino,7
P1000-05,cups,10
P1000-05,price,18
P1000-05,milk,9
P1000-05,French Vanilla,13
P1000-05,coffee taste,6
P1000-05,k-cups,22
P1000-05,Brooklyn Bean Roastery,11
P1000-05,grounds,41
P1000-05,way,9
P1000-05,cup,51
P1000-05,flavors,9
P1000-05,company,26
P1000-05,brands,12
P1000-05,coffee grounds,26
P1000-05,coffee,101
P1000-05,problem,28
P1000-05,packaging,11
P1000-05,K-cups,9
P1000-05,K-Cups,9
P1000-05,brand,13
P1000-05,mess,10
P1000-05,Brooklyn Bridge,8
P1000-05,wife,7
P1000-05,box,26
P1000-05,Brooklyn,13
P1000-05,reviews,16
P1000-05,pods,13
P1000-05,br,31
P1000-05,taste,18
P1000-05,product,23
P1000-05,k-cup,11
P1000-05,Amazon,17
P1000-05,Keurig,21
P1000-05,cups,35
P1000-05,brewer,9
P1000-05,issue,17
P1000-05,issues,12
P1000-05,kcups,6
P1000-05,work,7
P1000-05,time,12
P1000-05,Keurig machine,7
P1000-05,thing,9
P1000-05,flavor,17
P1000-05,review,12
P1000-05,problems,17
P1000-05,reviewers,6
P1000-05,filter,6
P1000-05,K-cup,6
P1000-05,money,11
P1000-05,machine,19
P1000-05,things,6
P1000-05,water,12
P1000-05,Cyclone,13
P1000-05,Brooklyn Bean,9
P1000-05,foil,6
P1000-05,Brooklyn Bridge Blend,8
P1000-05,price,18
P1000-05,French Roast,12
P1000-05,cup of coffee,7
P1000-05,stars,8
P1000-05,morning,9
P1000-05,fact,6
P1000-05,day,13
P1000-05,customers,6
P1000-05,Keurig K-Cup Brewers,6
P1000-05,Fuhgeddaboudit,11
P1000-05,counter,6
P1000-05,stuff,6
P1000-05,order,7
P1000-05,grinds,8
P1000-05,UPDATE,9
P1000-05,people,7
P1000-01,product,49
P1000-01,honey,55
P1000-01,calories,33
P1000-01,strawberry,10
P1000-01,sugar,23
P1000-01,packet,34
P1000-01,servings,11
P1000-01,maltodextrin,7
P1000-01,serving,10
P1000-01,flavor,33
P1000-01,drink,25
P1000-01,bottle of water,16
P1000-01,glass,18
P1000-01,water,51
P1000-01,powder,15
P1000-01,Stix Iced Green Tea Mix,8
P1000-01,water bottle,8
P1000-01,Lipton,40
P1000-01,blackberry,10
P1000-01,pomegranate,13
P1000-01,bottle,11
P1000-01,purse,16
P1000-01,bit,26
P1000-01,way,17
P1000-01,house,6
P1000-01,taste,41
P1000-01,green tea,25
P1000-01,flavors,14
P1000-01,artificial sweetener,14
P1000-01,artificial sweeteners,15
P1000-01,mouth,10
P1000-01,fact,12
P1000-01,br,20
P1000-01,money,6
P1000-01,tea,53
P1000-01,mango,16
P1000-01,stuff,12
P1000-01,citric acid,6
P1000-01,honey granules,9
P1000-01,hibiscus extract,6
P1000-01,green tea powder,6
P1000-01,natural flavor,7
P1000-01,cold water,6
P1000-01,Honey,18
P1000-01,Tea,13
P1000-01,mix,10
P1000-01,pineapple,11
P1000-01,time,14
P1000-01,aftertaste,11
P1000-01,Sucralose,8
P1000-01,sweetener,9
P1000-01,ingredients,14
P1000-01,products,10
P1000-01,work,7
P1000-01,sweetness,6
P1000-01,package,11
P1000-01,box,20
P1000-01,people,12
P1000-01,oz,9
P1000-01,tastes,8
P1000-01,ice,7
P1000-01,packets,17
P1000-01,drinks,9
P1000-01,kids,6
P1000-01,packaging,8
P1000-01,color,6
P1000-01,real tea leaves,6
P1000-01,stars,8
P1000-01,addition,7
P1000-01,aspartame,18
P1000-01,Stix,7
P1000-01,case,6
P1000-01,Splenda,6
P1000-01,sweeteners,7
P1000-01,shake,6
P1000-01,flavor,30
P1000-01,cups,26
P1000-01,fog chaser,7
P1000-01,Keurig,35
P1000-01,first time,6
P1000-01,coffee,123
P1000-01,company,11
P1000-01,way,14
P1000-01,product,18
P1000-01,cup,47
P1000-01,issue,6
P1000-01,review,6
P1000-01,sediment,8
P1000-01,br,30
P1000-01,husband,6
P1000-01,smell,9
P1000-01,box,15
P1000-01,bag,19
P1000-01,stuff,8
P1000-01,Fog Chaser,35
P1000-01,k-cups,18
P1000-01,brands,8
P1000-01,price,50
P1000-01,waste,7
P1000-01,money,8
P1000-01,subscription,7
P1000-01,less waste,7
P1000-01,time,12
P1000-01,Subscribe,7
P1000-01,fact,9
P1000-01,brand,11
P1000-01,K-cups,16
P1000-01,container,8
P1000-01,pod,11
P1000-01,Amazon,19
P1000-01,pods,20
P1000-01,filter,12
P1000-01,reviews,12
P1000-01,taste,39
P1000-01,machine,8
P1000-01,Jet Fuel,8
P1000-01,k-cup,12
P1000-01,problem,8
P1000-01,freshness,16
P1000-01,pack,7
P1000-01,days,10
P1000-01,K-Cups,15
P1000-01,people,11
P1000-01,K-Cup,10
P1000-01,coffee grounds,7
P1000-01,air,17
P1000-01,lot,6
P1000-01,French Roast,10
P1000-01,K-cup,14
P1000-01,top,12
P1000-01,subscribe,8
P1000-01,regular k-cups,7
P1000-01,plastic,7
P1000-01,day,10
P1000-01,packaging,17
P1000-01,order,10
P1000-01,cost,8
P1000-01,reviewers,8
P1000-01,morning,12
P1000-01,grounds,11
P1000-01,package,9
P1000-01,design,8
P1000-01,bit,13
P1000-01,cup of coffee,9
P1000-01,ziplock bag,11
P1000-01,great price,7
P1000-01,plastic bags,8
P1000-01,name,6
P1000-01,plastic ring,6
P1000-01,stars,6
P1000-01,bottom,12
P1000-01,folks,6
P1000-01,plastic cup,6
P1000-01,water,9
P1000-01,strong coffee,9
P1000-01,sealed bag,6
P1000-01,plastic bag,10
P1000-01,aroma,10
P1000-01,cents,6
P1000-01,great coffee,6
P1000-01,work,14
P1000-01,Italian Roast,8
P1000-01,hot water,12
P1000-01,instant coffee,28
P1000-01,Starbucks,54
P1000-01,coffee,75
P1000-01,store,8
P1000-01,money,6
P1000-01,pack,14
P1000-01,day,13
P1000-01,home,13
P1000-01,time,21
P1000-01,br,12
P1000-01,Amazon,24
P1000-01,morning,14
P1000-01,price,14
P1000-01,packets,11
P1000-01,expiration date,10
P1000-01,problem,6
P1000-01,box,9
P1000-01,months,15
P1000-01,stuff,7
P1000-01,cup,32
P1000-01,instant coffees,11
P1000-01,water,11
P1000-01,cup of coffee,9
P1000-01,package,11
P1000-01,VIA,6
P1000-01,times,11
P1000-01,beans,9
P1000-01,product,29
P1000-01,starbucks,6
P1000-01,way,9
P1000-01,taste,15
P1000-01,instant,12
P1000-01,packet,14
P1000-01,cost,9
P1000-01,month,8
P1000-01,flavor,16
P1000-01,date,7
P1000-01,real thing,6
P1000-01,people,8
P1000-01,Starbucks coffee,8
P1000-01,cents,8
P1000-01,sugar,34
P1000-01,calories,11
P1000-01,product,38
P1000-01,reviews,7
P1000-01,husband,9
P1000-01,Amazon,13
P1000-01,taste,39
P1000-01,item,7
P1000-01,instant coffee,23
P1000-01,money,20
P1000-01,box,18
P1000-01,people,6
P1000-01,time,6
P1000-01,coffee,56
P1000-01,Keurig,14
P1000-01,cup,35
P1000-01,cream,11
P1000-01,flavor,15
P1000-01,water,6
P1000-01,drink,8
P1000-01,morning,12
P1000-01,K-cups,8
P1000-01,brewing,6
P1000-01,k-cup,8
P1000-01,machine,11
P1000-01,cappuccino,27
P1000-01,K-Cups,7
P1000-01,gas station,14
P1000-01,stuff,15
P1000-01,br,23
P1000-01,boxes,6
P1000-01,Cappuccino,7
P1000-01,day,10
P1000-01,top,7
P1000-01,creamer,8
P1000-01,Grove Square,8
P1000-01,hot water,7
P1000-01,way,9
P1000-01,gas station cappuccino,7
P1000-01,cups,10
P1000-01,price,18
P1000-01,milk,9
P1000-01,French Vanilla,13
P1000-01,coffee taste,6
P1000-01,k-cups,22
P1000-01,Brooklyn Bean Roastery,11
P1000-01,grounds,41
P1000-01,way,9
P1000-01,cup,51
P1000-01,flavors,9
P1000-01,company,26
P1000-01,brands,12
P1000-01,coffee grounds,26
P1000-01,coffee,101
P1000-01,problem,28
P1000-01,packaging,11
P1000-01,K-cups,9
P1000-01,K-Cups,9
P1000-01,brand,13
P1000-01,mess,10
P1000-01,Brooklyn Bridge,8
P1000-01,wife,7
P1000-01,box,26
P1000-01,Brooklyn,13
P1000-01,reviews,16
P1000-01,pods,13
P1000-01,br,31
P1000-01,taste,18
P1000-01,product,23
P1000-01,k-cup,11
P1000-01,Amazon,17
P1000-01,Keurig,21
P1000-01,cups,35
P1000-01,brewer,9
P1000-01,issue,17
P1000-01,issues,12
P1000-01,kcups,6
P1000-01,work,7
P1000-01,time,12
P1000-01,Keurig machine,7
P1000-01,thing,9
P1000-01,flavor,17
P1000-01,review,12
P1000-01,problems,17
P1000-01,reviewers,6
P1000-01,filter,6
P1000-01,K-cup,6
P1000-01,money,11
P1000-01,machine,19
P1000-01,things,6
P1000-01,water,12
P1000-01,Cyclone,13
P1000-01,Brooklyn Bean,9
P1000-01,foil,6
P1000-01,Brooklyn Bridge Blend,8
P1000-01,price,18
P1000-01,French Roast,12
P1000-01,cup of coffee,7
P1000-01,stars,8
P1000-01,morning,9
P1000-01,fact,6
P1000-01,day,13
P1000-01,customers,6
P1000-01,Keurig K-Cup Brewers,6
P1000-01,Fuhgeddaboudit,11
P1000-01,counter,6
P1000-01,stuff,6
P1000-01,order,7
P1000-01,grinds,8
P1000-01,UPDATE,9
P1000-01,people,7
P1000-04,product,49
P1000-04,honey,55
P1000-04,calories,33
P1000-04,strawberry,10
P1000-04,sugar,23
P1000-04,packet,34
P1000-04,servings,11
P1000-04,maltodextrin,7
P1000-04,serving,10
P1000-04,flavor,33
P1000-04,drink,25
P1000-04,bottle of water,16
P1000-04,glass,18
P1000-04,water,51
P1000-04,powder,15
P1000-04,Stix Iced Green Tea Mix,8
P1000-04,water bottle,8
P1000-04,Lipton,40
P1000-04,blackberry,10
P1000-04,pomegranate,13
P1000-04,bottle,11
P1000-04,purse,16
P1000-04,bit,26
P1000-04,way,17
P1000-04,house,6
P1000-04,taste,41
P1000-04,green tea,25
P1000-04,flavors,14
P1000-04,artificial sweetener,14
P1000-04,artificial sweeteners,15
P1000-04,mouth,10
P1000-04,fact,12
P1000-04,br,20
P1000-04,money,6
P1000-04,tea,53
P1000-04,mango,16
P1000-04,stuff,12
P1000-04,citric acid,6
P1000-04,honey granules,9
P1000-04,hibiscus extract,6
P1000-04,green tea powder,6
P1000-04,natural flavor,7
P1000-04,cold water,6
P1000-04,Honey,18
P1000-04,Tea,13
P1000-04,mix,10
P1000-04,pineapple,11
P1000-04,time,14
P1000-04,aftertaste,11
P1000-04,Sucralose,8
P1000-04,sweetener,9
P1000-04,ingredients,14
P1000-04,products,10
P1000-04,work,7
P1000-04,sweetness,6
P1000-04,package,11
P1000-04,box,20
P1000-04,people,12
P1000-04,oz,9
P1000-04,tastes,8
P1000-04,ice,7
P1000-04,packets,17
P1000-04,drinks,9
P1000-04,kids,6
P1000-04,packaging,8
P1000-04,color,6
P1000-04,real tea leaves,6
P1000-04,stars,8
P1000-04,addition,7
P1000-04,aspartame,18
P1000-04,Stix,7
P1000-04,case,6
P1000-04,Splenda,6
P1000-04,sweeteners,7
P1000-04,shake,6
P1000-04,flavor,30
P1000-04,cups,26
P1000-04,fog chaser,7
P1000-04,Keurig,35
P1000-04,first time,6
P1000-04,coffee,123
P1000-04,company,11
P1000-04,way,14
P1000-04,product,18
P1000-04,cup,47
P1000-04,issue,6
P1000-04,review,6
P1000-04,sediment,8
P1000-04,br,30
P1000-04,husband,6
P1000-04,smell,9
P1000-04,box,15
P1000-04,bag,19
P1000-04,stuff,8
P1000-04,Fog Chaser,35
P1000-04,k-cups,18
P1000-04,brands,8
P1000-04,price,50
P1000-04,waste,7
P1000-04,money,8
P1000-04,subscription,7
P1000-04,less waste,7
P1000-04,time,12
P1000-04,Subscribe,7
P1000-04,fact,9
P1000-04,brand,11
P1000-04,K-cups,16
P1000-04,container,8
P1000-04,pod,11
P1000-04,Amazon,19
P1000-04,pods,20
P1000-04,filter,12
P1000-04,reviews,12
P1000-04,taste,39
P1000-04,machine,8
P1000-04,Jet Fuel,8
P1000-04,k-cup,12
P1000-04,problem,8
P1000-04,freshness,16
P1000-04,pack,7
P1000-04,days,10
P1000-04,K-Cups,15
P1000-04,people,11
P1000-04,K-Cup,10
P1000-04,coffee grounds,7
P1000-04,air,17
P1000-04,lot,6
P1000-04,French Roast,10
P1000-04,K-cup,14
P1000-04,top,12
P1000-04,subscribe,8
P1000-04,regular k-cups,7
P1000-04,plastic,7
P1000-04,day,10
P1000-04,packaging,17
P1000-04,order,10
P1000-04,cost,8
P1000-04,reviewers,8
P1000-04,morning,12
P1000-04,grounds,11
P1000-04,package,9
P1000-04,design,8
P1000-04,bit,13
P1000-04,cup of coffee,9
P1000-04,ziplock bag,11
P1000-04,great price,7
P1000-04,plastic bags,8
P1000-04,name,6
P1000-04,plastic ring,6
P1000-04,stars,6
P1000-04,bottom,12
P1000-04,folks,6
P1000-04,plastic cup,6
P1000-04,water,9
P1000-04,strong coffee,9
